SMILES,pIC50,ChEMBL ID
COc1ccc(S(=O)(=O)c2ccccc2CC(=O)NO)cc1,7.494850022,CHEMBL573714
COc1ccc(-c2ccc(Sc3ccccc3C3CCC(=O)N(O)C3=O)cc2)cc1,7.48148606,CHEMBL4203044
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCCNS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)N1CCC[C@H]1C(N)=O,7.468521083,CHEMBL5185823
CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)sc1cc(NC(=O)NCc3ccccc3)ccc12)C(=O)O,7.467245621,CHEMBL563343
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CCc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)NO,7.457174573,CHEMBL4780646
CC(=O)N[C@@H](COCc1ccccc1)C(=O)N[C@H](CCc1ccccc1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)NO,7.454692884,CHEMBL4742155
CC(=O)N[C@@H](COCc1ccccc1)C(=O)N[C@H](CCc1ccccc1)C(=O)N[C@H](Cc1cccc(C)c1)C(=O)NO,7.449771647,CHEMBL4745673
Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(CCF)[C@@H](C(=O)O)C(C)C)cc3)n2)s1,7.443697499,CHEMBL5424250
CC(=O)N[C@@H](COCc1ccccc1)C(=O)N[C@H](CCc1ccccc1)C(=O)N[C@H](Cc1ccc(OC(C)=O)cc1)C(=O)NO,7.442492798,CHEMBL4757848
Cc1ccc(OC(=O)Nc2ccc3c(c2)sc2cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc23)cc1,7.440093375,CHEMBL549756
Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(C)[C@@H](C(=O)O)C(C)C)cc3)n2)s1,7.431798276,CHEMBL5401833
CC(C)[C@@H](NS(=O)(=O)c1ccc2oc3ccccc3c2c1)C(=O)O,7.420216403,CHEMBL449228
CC(=O)N[C@@H](COCc1ccccc1)C(=O)N[C@H](CCc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)NO,7.419219577,CHEMBL4169775
CC(C)OC(=O)Nc1ccc2c(c1)oc1ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc12,7.408935393,CHEMBL474622
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1NC(=S)NCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,7.397940009,CHEMBL4285838
COc1ccc(-c2ccc(Sc3ccccc3CC(=O)O)cc2)cc1,7.397940009,CHEMBL4214269
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C3CCC(=O)N(O)C3=O)cc2)cc1,7.397940009,CHEMBL4214626
O=C(NCCC[C@@H](NS(=O)(=O)c1ccc(OCc2cc(Br)cc(Br)c2)cc1)C(=O)NO)c1cccc(C(=O)NCCC[C@@H](NS(=O)(=O)c2ccc(OCc3cc(Br)cc(Br)c3)cc2)C(=O)NO)c1,7.387216143,CHEMBL5283335
CO[C@@H]1O[C@H](CN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,7.387216143,CHEMBL4286237
Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(CCCCF)[C@@H](C(=O)O)C(C)C)cc3)n2)s1,7.387216143,CHEMBL5406867
CC(=O)N[C@@H](COCc1ccccc1)C(=O)N[C@H](CCc1ccccc1)C(=O)N[C@H](Cc1ccc(F)cc1)C(=O)NO,7.37675071,CHEMBL4745509
CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)sc1cc(N)ccc12)C(=O)O,7.37675071,CHEMBL550702
CC(=O)N[C@@H](COCc1ccccc1)C(=O)N[C@H](CCc1ccccc1)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)NO,7.375717904,CHEMBL4784390
CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)sc1cc(N3CCOC3=O)ccc12)C(=O)O,7.356547324,CHEMBL552313
O=C(O)Cc1ccccc1S(=O)(=O)c1ccc(-c2ccc(OCCF)cc2)cc1,7.356547324,CHEMBL2326363
CC(C)[C@@H](NS(=O)(=O)c1ccc2oc3cc(NC(=O)Oc4ccccc4)ccc3c2c1)C(=O)O,7.346787486,CHEMBL492314
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)N1CCC[C@H]1C(N)=O,7.337242168,CHEMBL5185388
CC(=O)N[C@@H](COCc1ccccc1)C(=O)N[C@H](CCc1ccccc1)C(=O)N[C@H](Cc1cccc(Cl)c1)C(=O)NO,7.326058001,CHEMBL4763004
COc1ccc(S(=O)(=O)N2[C@H](C(=O)NO)C[C@@H]3CCN(C(=O)CCc4ccccc4)C[C@@H]32)cc1,7.301029996,CHEMBL5283653
CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)sc1ccc(NS(C)(=O)=O)cc12)C(=O)O,7.301029996,CHEMBL551655
CC(C)[C@@H](NS(=O)(=O)c1ccc2oc3cc(NS(=O)(=O)C(C)C)ccc3c2c1)C(=O)O,7.301029996,CHEMBL474397
CO[C@@H]1O[C@H](CN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@@H](O)[C@H](O)[C@H]1O,7.292429824,CHEMBL4290729
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(C(N)=O)cc2)cc1)C(=O)O)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)NCCCCC(N)=O,7.283996656,CHEMBL5398498
CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,7.281498311,CHEMBL3827162
O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1ccccc1,7.274088368,CHEMBL3827073
O=C(O)CC(O)CCc1ccc(-c2ccncc2)cc1,7.259637311,CHEMBL575534
CC(=O)c1ccc(-c2ccc(-c3csc(C(=O)NCCN4CCOCC4)c3)cc2)cc1,7.244125144,CHEMBL181878
O=C(NO)C1c2ccc(OCc3ccccc3)cc2CCN1S(=O)(=O)c1ccccc1,7.244125144,CHEMBL147881
COc1ccc(S(=O)(=O)N2CCc3cc(OCc4ccccc4)ccc3C2C(=O)NO)cc1,7.244125144,CHEMBL358539
CC(=O)N[C@@H](COCc1ccccc1)C(=O)N[C@H](CCc1ccccc1)C(=O)N[C@H](Cc1ccc(C(F)(F)F)cc1)C(=O)NO,7.243363892,CHEMBL4759199
CSc1ccc(-c2ccc(CCC(O)CC(=O)O)cc2)cc1,7.236572006,CHEMBL575320
CCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,7.236572006,CHEMBL5267731
CC(=O)c1ccc(-c2ccc(CCC(O)CC(=O)O)cc2)cc1,7.207608311,CHEMBL584559
O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1ccccc1Cl,7.200659451,CHEMBL3827243
COc1cc2c(cc1O)CCN(S(=O)(=O)c1ccccc1)C2C(=O)NO,7.187086643,CHEMBL148171
CO[C@@H]1O[C@H](CNC(=S)NCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@@H](O)[C@H](O)[C@H]1O,7.187086643,CHEMBL4279699
COc1ccc(S(=O)(=O)N2CC(=O)N(O)C(=O)[C@H]2C(C)C)cc1,7.180456064,CHEMBL1939844
Cc1ccc(COC(=O)NC(=O)c2cc(-c3ccc(-c4ccccc4)cc3)cs2)cc1,7.15490196,CHEMBL179177
Cc1ccc(COC(=O)NC(=O)c2cc(-c3ccc(-c4ccccc4O)cc3)cs2)cc1,7.15490196,CHEMBL180762
O=C(O)Cc1ccc(CNC(=O)c2cc(-c3ccc(-c4ccccc4)cc3)cs2)cc1,7.15490196,CHEMBL1782664
C[C@]1(CNC(=O)COc2ccc(Cl)cc2)NC(=O)NC1=O,7.15490196,CHEMBL3358151
CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NS(=O)(=O)CC(F)(F)F)cc12)C(=O)O,7.15490196,CHEMBL475619
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(=O)NO)cc2)cc1,7.15490196,CHEMBL573934
CC(C)(Cc1ccc(C(F)(F)F)cc1)C(=O)NC[C@@]1(C2CC2)NC(=O)NC1=O,7.148741651,CHEMBL3972836
CCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,7.148619332,CHEMBL3827250
Cc1ccc(S(=O)(=O)N2CCc3cc(OCc4ccccc4)ccc3C2C(=O)NO)cc1,7.142667504,CHEMBL146718
O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NC1CCCCC1,7.135488919,CHEMBL3827615
CC(=O)N[C@@H](COCc1ccccc1)C(=O)N[C@H](CCc1ccccc1)C(=O)N[C@H](Cc1ccc(F)c(F)c1F)C(=O)NO,7.119758224,CHEMBL4765190
CC[C@H](C)[C@@H](C(=O)NCCCCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CNCCN1C(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,7.107905397,CHEMBL5399181
CO[C@@H]1O[C@H](CN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1NC(C)=O,7.080921908,CHEMBL4289657
O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1ccc(F)cc1,7.075720714,CHEMBL3828226
CO[C@@H]1O[C@H](CN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c2ccc(-c3ccccc3)cc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,7.075720714,CHEMBL4294130
NC(=O)C[C@@H](NC(=O)c1cc(-c2ccc(OC(F)(F)F)cc2)c(F)s1)c1ccccc1,7.070581074,CHEMBL1644428
N#Cc1ccc(-c2ccc(CCC(O)CC(=O)O)cc2)cc1,7.065501549,CHEMBL583588
CC(C)[C@@H](NS(=O)(=O)c1ccc2sc3ccccc3c2c1)C(=O)O,7.060480747,CHEMBL570310
CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)sc1cc(NC(=O)Nc3ccccc3)ccc12)C(=O)O,7.050609993,CHEMBL564510
O=C(O)Cc1ccc(CNC(=O)c2cc(-c3ccc(-c4ccccc4O)cc3)cs2)cc1,7.045757491,CHEMBL1782665
CNC(=O)[C@@H](NC(=O)C(CCc1ccccc1)CP(=O)(O)Cc1ccccc1)C(C)(C)C,7.030747893,CHEMBL78233
CCCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,7.017276612,CHEMBL3827453
CC(C)[C@H](C(=O)O)N(CCNC(=S)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)S(=O)(=O)c1ccc(-c2ccccc2)cc1,7.008773924,CHEMBL4283171
O=C(NCCN1CCOCC1)c1cc(-c2ccc(-c3ccncc3)cc2)cs1,7,CHEMBL182038
CC(C)[C@@H](NS(=O)(=O)c1ccc2oc3cc(NS(=O)(=O)c4ccccc4)ccc3c2c1)C(=O)O,7,CHEMBL473610
CCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,6.978810701,CHEMBL5396285
Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(Cc4ccccc4)[C@@H](C(=O)O)C(C)C)cc3)n2)s1,6.946921557,CHEMBL5395662
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCNS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)N1CCC[C@H]1C(N)=O,6.943095149,CHEMBL5209314
CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1,6.93930216,CHEMBL5209121
CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1,6.896196279,CHEMBL5206852
CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCNC(=O)c1ccc(F)cc1)C(N)=O,6.860120914,CHEMBL3355723
CC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](CCc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)NO,6.859491957,CHEMBL4788689
O=C(NC[C@H]1CC[C@H](C(=O)O)CC1)c1cc(-c2ccc(OC(F)(F)F)cc2)c(F)s1,6.853871964,CHEMBL1644426
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1,6.825300937,CHEMBL573936
CC[C@H](C)[C@@H](C(=O)NCCCCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H]1C[C@H](N)CN1C(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(C(N)=O)cc2)cc1)C(=O)O,6.795880017,CHEMBL5418885
CCCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,6.790484985,CHEMBL5406674
Cc1ccc(-c2noc(-c3ccc(S(=O)(=O)N(CCCC(F)(F)F)[C@@H](C(=O)O)C(C)C)cc3)n2)s1,6.785156152,CHEMBL5419103
O=C(NO)C1c2ccc(O)cc2CCN1S(=O)(=O)c1cc(Cl)ccc1Cl,6.769551079,CHEMBL424130
Cc1cc(=O)c(O)c(C(=O)NCc2ccc(-c3ccc(-c4ccccc4)cc3)cc2)o1,6.752026734,CHEMBL489603
CCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,6.750557039,CHEMBL3827306
CC[C@H](C)[C@@H](C(=O)NCCCCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,6.744727495,CHEMBL5396642
O=C(N[C@@H](C(=O)O)c1ccccc1)c1cc(-c2ccc(OC(F)(F)F)cc2)cs1,6.744727495,CHEMBL178652
O=C(O)CC(O)CCc1ccc(-c2cc3ccccc3o2)cc1,6.742321425,CHEMBL574444
CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)sc1cc(NC(=O)NCCc3cccs3)ccc12)C(=O)O,6.728158393,CHEMBL551187
Nc1ccc(S(=O)(=O)N2CCc3cc(O)ccc3C2C(=O)NO)cc1,6.718966633,CHEMBL148406
CCCCC[C@@H](C(=O)NCNC(=O)c1cc2cccc(OC)c2o1)[C@H](CC)N(O)C=O,6.698970004,CHEMBL4211663
O=C(O)C[C@@H](NC(=O)c1cc(-c2ccc(OC(F)(F)F)cc2)c(F)s1)c1ccccc1,6.698970004,CHEMBL1644427
CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,6.698970004,CHEMBL5415277
CCCCCCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccc(Cl)cc2)cc1,6.698970004,CHEMBL199666
CC[C@H](C)[C@@H](C(=O)NCCCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,6.638272164,CHEMBL5416701
CC[C@H](C)[C@@H](C(=O)NCCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,6.619788758,CHEMBL5404909
CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,6.619788758,CHEMBL5430533
O=C(CCCNC(=O)c1cccc(C(=O)NCCCC(=O)NCCC[C@@H](NS(=O)(=O)c2ccc(OCc3cc(Br)cc(Br)c3)cc2)C(=O)NO)c1)NCCC[C@@H](NS(=O)(=O)c1ccc(OCc2cc(Br)cc(Br)c2)cc1)C(=O)NO,6.616184634,CHEMBL5267938
CC(C)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,6.608006928,CHEMBL3827640
COc1ccc(-c2ccc(Sc3ccccc3CP(=O)(O)O)cc2)cc1,6.602059991,CHEMBL4206329
CC(C)C[C@H](NC(=O)[C@@H]1C[C@H](N)CN1C(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(C(N)=O)cc2)cc1)C(=O)O)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)NCCCCC(N)=O,6.602059991,CHEMBL5412341
Cc1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,6.602059991,CHEMBL403186
CCNC(=O)Nc1ccc2c(c1)sc1cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc12,6.585026652,CHEMBL551110
O=C(NCc1cccc(N2CCN(C(=O)Cc3n[nH]c(=O)[nH]3)CC2)c1)c1nc2ccccc2c(=O)[nH]1,6.585026652,CHEMBL3955430
CC[C@H](C)[C@@H](C(=O)NCCCCCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,6.585026652,CHEMBL5413121
O=C1NC(=O)[C@](CNC(=O)[C@@H](Cc2ccc(C(F)(F)F)cc2)C2CC2)(C2CC2)N1,6.570250721,CHEMBL3980860
O=C1NC(=O)C(c2ccccc2)N1,6.537602002,CHEMBL156406
O=C(O)CNS(=O)(=O)c1ccc(-c2ccccc2)cc1,6.537602002,CHEMBL1335679
O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)Nc1ccccc1,6.52900183,CHEMBL3827735
O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCCc1ccccc1,6.527828853,CHEMBL3828051
CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NS(=O)(=O)c3ccc(I)cc3)cc12)C(=O)O,6.527243551,CHEMBL4218681
O=C(NCc1cccc(OCCCS(=O)(=O)N2CCCCC2C(=O)O)c1)c1nc2ccccc2c(=O)[nH]1,6.522878745,CHEMBL3960062
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(C)C(=O)O)cc2)cc1,6.508638306,CHEMBL584147
O=C(O)CC(CC1CCCC1)C(=O)c1ccc(C#Cc2ccccc2)cc1,6.494850022,CHEMBL379247
COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1,6.420216403,CHEMBL579067
CC(C)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,6.408935393,CHEMBL447787
O=C(NC[C@H]1CC[C@H](C(=O)O)CC1)c1cc(-c2ccc(OC(F)(F)F)cc2)cs1,6.397940009,CHEMBL1644423
CC1CCC(OC(=O)NC(=O)c2cc(-c3ccc(OC(F)(F)F)cc3)cs2)CC1,6.397940009,CHEMBL181817
Cc1ccc(COC(=O)NC(=O)c2cc(-c3ccc(OC(F)(F)F)cc3)cs2)cc1,6.397940009,CHEMBL367148
O=C(NCCN1CCOCC1)c1cc(-c2ccc(-c3ccccc3)cc2)cs1,6.397940009,CHEMBL368013
O=C(O)Cc1ccccc1S(=O)(=O)c1ccc(-c2ccc(F)cc2)cc1,6.397940009,CHEMBL2326364
CCCCC[C@H](CN(O)C=O)C(=O)NCNC(=O)c1cc2cccc(OC)c2o1,6.397940009,CHEMBL4218334
CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(C(N)=O)cc2)cc1)C(=O)O,6.397940009,CHEMBL5432078
CC[C@H](C)[C@@H](C(=O)NCCCCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)CC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2ccc(C(N)=O)cc2)cc1)C(=O)O,6.387216143,CHEMBL5418691
CC(C)ON([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,6.387216143,CHEMBL575881
O=C(NO)C1c2ccc(O)cc2CCN1S(=O)(=O)c1ccccc1,6.375717904,CHEMBL146289
CCCCCCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccccc2)cc1,6.346787486,CHEMBL201298
O=C(NCCN1CCOCC1)c1cc(-c2ccc(C3CCCCC3)cc2)cs1,6.337242168,CHEMBL180875
O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,6.335358024,CHEMBL3827680
NCCNS(=O)(=O)c1ccc(-c2ccc(CSc3nc4c(c(=O)[nH]3)CCC4)cc2)cc1,6.330683119,CHEMBL4081997
CCC(CC(=O)O)C(=O)c1ccc(C#Cc2ccccc2)cc1,6.318758763,CHEMBL202875
CC(C)C[C@H](NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1CC(N)=O,6.308034897,CHEMBL5185612
O=C(NO)[C@@H]1CS(=O)(=O)CN1S(=O)(=O)c1ccc(-c2ccccc2)cc1,6.301029996,CHEMBL1957605
O=C(O)Cc1ccccc1S(=O)(=O)c1ccc(-c2ccc(NC(=O)CF)cc2)cc1,6.301029996,CHEMBL2326365
CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NC(=O)c3ccc(I)cc3)cc12)C(=O)O,6.299296283,CHEMBL4214104
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(CCC(=O)O)C(=O)O)cc2)cc1,6.292429824,CHEMBL4213983
O=C(O)CC(O)CCc1ccc(-c2ccccc2)cc1,6.284963549,CHEMBL572982
CCCCCCN([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2nc(-c3ccc(C)s3)no2)cc1,6.278189385,CHEMBL5420372
CSc1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,6.26760624,CHEMBL402436
CCOCCC1(Oc2ccc(-c3cccc(CNC(=O)c4nc5ccccc5c(=O)[nH]4)c3)cc2)C(=O)NC(=O)NC1=O,6.26760624,CHEMBL3926071
CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1CC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1,6.266802735,CHEMBL5203492
CN1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,6.248720896,CHEMBL497985
O=C(NO)c1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1,6.229147988,CHEMBL574589
O=C(O)CC(Cc1ccccc1)C(=O)c1ccc(C#Cc2ccccc2)cc1,6.22184875,CHEMBL201206
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CP(=O)(O)O)cc2)cc1,6.22184875,CHEMBL4218036
Cc1c(C(=O)O)ccc2c1CC[C@@H]2NC(=O)c1cc(C(=O)NCc2ccc3c(c2)NC(=O)CO3)nc2ccnn12,6.1837587,CHEMBL2047536
